text,is_antisemitic,prediction,original_index,ID,CreateDate,Username,description,keyword,original_text,error_type
"On International Holocaust Remembrance Day, we mourn the lives of 6 million Jews who were systematically murdered.\n\nToday and every day, we must redouble our efforts to confront anti-Semitism and all forms of religious discrimination and say #NeverAgain.",0,0,401,1221805597298814977,2020-01-27 14:42:09+00:00,KathleenMarrio4,"This text commemorates Holocaust victims and condemns antisemitism, which directly opposes antisemitic sentiment. The text acknowledges the systematic murder of 6 million Jews and calls for confronting antisemitism, making it clearly not antisemitic by the IHRA definition.",Jews,"On International Holocaust Remembrance Day, we mourn the lives of 6 million Jews who were systematically murdered.\n\nToday and every day, we must redouble our efforts to confront anti-Semitism and all forms of religious discrimination and say #NeverAgain.",true_negative
The one country that spies on America to Blackmail our politicians is Israel. This is a fact that's why Epstein was murdered and you will try the same with Maxwell,1,1,1066,1285919543160791043,2020-07-22 12:48:04+00:00,America_isbest,"The text makes mendacious allegations about Jews/Israel as a collective, specifically claiming Israel systematically spies on America to blackmail politicians, and connects this to a conspiracy theory about Epstein's murder. This fits IHRA guideline 2.1.2 regarding stereotypical allegations about the power of Jews as a collective and conspiracy theories.",Israel,@marcorubio The one country that spies on America to Blackmail our politicians is Israel. This is a fact that's why Epstein was murdered and you will try the same with Maxwell,true_positive
"Rashida, I dare you to speak out against the persecution of Christians and Jews throughout much of the world.  Will you?  I think we all know the answer to that.",0,0,1175,1221571063999582216,2020-01-26 23:10:12+00:00,monica_sassy,"The text challenges Rashida to speak out against persecution of Christians and Jews, which acknowledges Jews as victims of persecution rather than expressing hatred toward them. There are no antisemitic stereotypes, conspiracy theories, or negative characterizations of Jews present in the text.",Jews,"Rashida, I dare you to speak out against the persecution of Christians and Jews throughout much of the world.  Will you?  I think we all know the answer to that.",true_negative
israel is set to begin annexing over THIRTY PERCENT of the west bank in less than three weeks. i don’t wanna hear SHIT from liberal zionists pretending to care while actively supporting a state and ideology whose very core principle is land theft.,0,0,59,1271801298334121984,2020-06-13 13:47:13+00:00,bhindiboi,"The text criticizes Israeli policy regarding West Bank annexation and challenges liberal Zionist positions, but does not contain antisemitic content according to the IHRA definition. It focuses on specific political actions and ideological disagreements rather than making stereotypical allegations about Jews, denying Jewish self-determination, or applying double standards beyond normal political criticism.",Israel,israel is set to begin annexing over THIRTY PERCENT of the west bank in less than three weeks. i don’t wanna hear SHIT from liberal zionists pretending to care while actively supporting a state and ideology whose very core principle is land theft.,true_negative
Yes you are right and i am.💪 i dont care About these fucking kikes.😂😂,1,1,937,1161666465323290629,2019-08-14 15:50:42+00:00,DanishSeerani,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people, expressing hatred toward Jews through offensive language.",Kikes,@Mubin_Bajwa Yes you are right and i am.💪 i dont care About these fucking kikes.😂😂,true_positive
🚊 EXPLAIN THIS: #TIL The media's slanted view of kikes (Since yesterday) is the brainchild of the patriachy ! Angry ! 🌼 💧 🚒 ✊ 👎 ▶ 🗾 🌘 ✋ 👍 ⏬ 1⃣,1,1,912,1194181015671099392,2019-11-12 09:11:55+00:00,plive_calmer,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically targeting Jews with derogatory language that expresses hatred toward Jews.",Kikes,🚊 EXPLAIN THIS: #TIL The media's slanted view of kikes (Since yesterday) is the brainchild of the patriachy ! Angry ! 🌼 💧 🚒 ✊ 👎 ▶ 🗾 🌘 ✋ 👍 ⏬ 1⃣,true_positive
You do know that saying anything negative about jews is antisemitism?,1,0,1220,1253391201199259649,2020-04-23 18:32:03+00:00,Driveby_Patriot,"The text questions the definition of antisemitism but does not express hatred toward Jews, make stereotypical allegations, or target Jewish individuals/institutions. It appears to be a rhetorical question about the boundaries of antisemitism rather than an antisemitic statement itself.",Jews,You do know that saying anything negative about jews is antisemitism?,false_negative
The true Jews to understand well what I can say?I wish I could make it private send you.,1,0,661,1226498676195024896,2020-02-09 13:30:46+00:00,gm_mossabeb,"The text appears to be a fragmented, unclear message about wanting to communicate privately with 'true Jews' but does not contain any hatred, stereotypes, conspiracy theories, or other antisemitic content as defined by the IHRA guidelines. The phrase 'true Jews' alone, while potentially problematic in other contexts, does not constitute antisemitism under this definition without additional hateful or stereotypical content.",Jews,@FreePalstine3 The true Jews to understand well what I can say?I wish I could make it private send you.,false_negative
"🚽 I bet #randum What's happening with kikes ,for all one knows, should have been Tim Tams :) Won't hear this on mainstream media! ! 🚥 🎠 💬 🐔 💇 🔶",0,1,891,1207974902529241088,2019-12-20 10:43:54+00:00,plivecalmest,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically targeting Jews with derogatory language that expresses hatred toward Jews.",Kikes,"🚽 I bet #randum What's happening with kikes ,for all one knows, should have been Tim Tams :) Won't hear this on mainstream media! ! 🚥 🎠 💬 🐔 💇 🔶",false_positive
"10 February 1944 | A transport of 1,015 Jews deported by the Germans from #Westerbork in occupied Netherlands arrived at #Auschwitz. SS doctors sent 142 men &amp; 73 women to be registered in the camp. 800 people were murdered in gas chambers.",0,0,274,1094582475198730240,2019-02-10 13:02:53+00:00,lesliedeslie,"This text is a factual historical account documenting the deportation and murder of Jews during the Holocaust. It does not express hatred toward Jews, employ antisemitic stereotypes, or deny the Holocaust - rather it acknowledges the systematic murder of Jewish people by the Nazis.",Jews,"10 February 1944 | A transport of 1,015 Jews deported by the Germans from #Westerbork in occupied Netherlands arrived at #Auschwitz. SS doctors sent 142 men &amp; 73 women to be registered in the camp. 800 people were murdered in gas chambers.",true_negative
"Israel is comparable to Nazi Germany, it’s similar to the confederacy, it’s similar to apartheid South Africa. Israel must be destroyed and Palestinians have the right to destroy it by any means necessary.",1,1,162,1339212013822746625,2020-12-16 14:13:20+00:00,RedArmy_DLS_79,"The text contains multiple antisemitic elements according to IHRA guidelines: it draws comparisons between contemporary Israeli policy and Nazi Germany (guideline 2.1.10), denies Israel's right to exist by calling for its destruction (guideline 2.1.7), and advocates for violence against the Jewish state conceived as a Jewish collectivity.",Israel,"Israel is comparable to Nazi Germany, it’s similar to the confederacy, it’s similar to apartheid South Africa. Israel must be destroyed and Palestinians have the right to destroy it by any means necessary.",true_positive
's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,1,0,951,1174325309312651266,2019-09-18 14:12:26+00:00,olhifolhi,"This text is a standard Twitter notification about an account being temporarily unavailable due to media policy violations. It contains no references to Jews, Judaism, Israel, or any antisemitic content as defined by the IHRA guidelines.",ZioNazi,@ministry_logic's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,false_negative
A lot of y’all ladies  be talkin cash shit but be jews,1,1,636,1259224238650769408,2020-05-09 20:50:28+00:00,runitup_glizz,"The text uses 'jews' as a derogatory term or insult in the phrase 'but be jews', which constitutes demonization and stereotypical allegations about Jews. This falls under the IHRA definition's examples of antisemitism, specifically using 'Jew' as an insult or negative characterization.",Jews,A lot of y’all ladies  be talkin cash shit but be jews,true_positive
